company_name,sector,fiscal_year,label,years_to_default,sector_npa_rate,revenue,cogs,gross_profit,ebitda,depreciation,ebit,interest_expense,pbt,tax,pat,sga_expense,employee_cost,total_assets,fixed_assets,cwip,total_investments,trade_receivables,inventories,cash_equivalents,other_current_assets,total_current_assets,equity_share_capital,reserves_surplus,total_equity,lt_borrowings,st_borrowings,total_debt,trade_payables,other_current_liab,total_current_liab,cfo,cfi,cff,capex,free_cash_flow,promoter_holding_pct,promoter_pledge_pct,promoter_pledge_change,institutional_holding_pct,auditor_changes_3yr,auditor_big4,din_disqualified_count,related_party_tx_to_rev,dividend_payout_ratio,going_concern_flag,qualified_opinion_flag,emphasis_matter_flag,scope_limitation_flag,auditor_resigned_flag,auditor_distress_score,promoter_total_companies,promoter_npa_companies,promoter_struck_off_companies,network_npa_ratio,contagion_risk_score,customer_concentration,supplier_concentration,satellite_activity_score,satellite_activity_category,satellite_vs_revenue_flag,gst_vs_bank_divergence,gst_divergence_flag,gst_filing_delays_count,ewaybill_volume_consistency,gst_payment_delay_days,ceo_sentiment_overall,ceo_sentiment_revenue,ceo_sentiment_debt,ceo_deflection_score,ceo_overconfidence_score,ceo_specificity_score,debt_to_equity,debt_to_assets,lt_debt_to_assets,st_debt_to_assets,equity_to_assets,interest_coverage,current_ratio,quick_ratio,dscr,ebitda_margin,net_margin,gross_margin,roe,roa,ebitda_to_assets,ebitda_to_equity,ebitda_to_fin_exp,cfo_to_assets,cfo_to_equity,cfo_to_sales,cfo_to_debt,asset_turnover,inventory_days,receivables_days,payables_days,cash_conversion_cycle,ln_total_assets,ln_revenue,ln_net_income,revenue_growth,ebitda_growth,pat_growth,cfo_growth,total_equity_growth,total_debt_growth,total_assets_growth,trade_receivables_growth,dscr_velocity,interest_coverage_velocity,debt_to_equity_velocity,net_margin_velocity,dscr_acceleration,debt_acceleration,dscr_3yr_slope,months_to_dscr_danger,beneish_dsri,beneish_gmi,beneish_aqi,beneish_sgi,beneish_depi,beneish_sgai,beneish_lvgi,beneish_tata,beneish_m_score,beneish_manipulation_flag,altman_x1,altman_x2,altman_x3,altman_x4,altman_x5,altman_z_score,altman_zone,piotroski_roa,piotroski_cfo,piotroski_roa_change,piotroski_accrual,piotroski_leverage,piotroski_liquidity,piotroski_shares,piotroski_margin,piotroski_turnover,piotroski_f_score
Britannia,FMCG,2020,0,,0.02,30911.22,19262.89,11648.33,9499.1,1991.55,7507.55,399.63,7107.92,1776.98,5330.94,1555.67,2288.81,45044.39,22456.65,2178.7,3143.88,2576.13,1558.42,2917.11,2137.05,9188.7,2509.25,15617.28,18126.53,8691.3,6384.42,15075.72,2548.98,1584.53,10517.93,6950.11,-2288.76,-869.08,1508.15,5441.96,0.4552,0.1193,0.0342,0.2859,0,1,0,0.0209,0.2068,0,0,0,0,0,1,4,0,0,0.0181,0.0182,0.1355,0.1374,74.51,ACTIVE,0,0.0757,0,1,1.0131,1.8,0.6001,0.6209,0.3676,0.1665,0.0861,0.7398,0.8316936556069091,0.3346858509942151,0.1929496658697576,0.14173618512445754,0.4024148179073484,18.786252236352997,0.8736224712587342,0.7254545332850234,4.0476176239854444,0.30730265578947374,0.17245970879918487,0.37683177822237907,0.2940960018109315,0.11834858902255421,0.21088308665716457,0.5240440392880467,23.769736947251868,0.15429468574989483,0.38342197870285033,0.2248410124147529,0.4610134706361611,0.6862390632732236,29.529489083438186,30.41896922766494,48.29896759788905,11.649490713214071,10.715403726980304,10.338874503774635,8.581282861835394,1.1483371373130096,6.885360893205495,53.43622996017563,5.926559697030098,1.8177194332392874,4.516583723653395,2.757563194151319,0.9493394070554051,1.5039810685100972,17.39977895349514,0.406887381821505,0.1656535505225966,0.9629438051357986,5.184340926725376,1.0225091659421985,120.0,0.907371274866998,1.3751642828852828,1.0043271053580558,2.1483371371636997,1.8819442973557639,1.1201427773425803,1.2771286388169925,-0.03594609672734061,-1.5191206238316521,1,-0.02950933512409626,0.34670865782960525,0.16667003371193018,1.2023657907415124,0.6862390632732236,2.407650567780032,GREY,1,1,1,1,0,0,0,0,0,4
Britannia,FMCG,2021,0,,0.02,34191.49,19546.04,14645.45,5175.41,1869.03,3306.39,581.78,2724.6,681.15,2043.45,1026.69,1982.82,36020.88,16226.04,900.78,2803.36,3709.64,2872.78,4144.47,1722.05,12448.94,2069.25,18442.94,20512.19,8574.59,3418.88,11993.48,2993.47,2417.17,8829.52,2930.15,-3322.51,715.08,2548.43,381.72,0.5546,0.1,-0.0218,0.3244,0,1,0,0.0253,0.3376,0,0,0,0,0,0,4,0,1,0.0316,0.118,0.229,0.0741,81.42,ACTIVE,0,0.0065,0,1,0.8915,9.9,0.5494,0.3811,0.105,0.0343,0.1257,0.6065,0.5847001221915017,0.33295910593153305,0.23804498945505928,0.09491383885971377,0.5694527729314371,5.683230764750884,1.4099226230406723,1.0845617880604423,2.7184770373024363,0.15136544209827166,0.05976487131564712,0.4283361152021063,0.09962124960330315,0.05672959683226147,0.1436780556126425,0.25230899283536723,8.895819710378804,0.08134587494582737,0.14284920332042317,0.08569822490667421,0.2443119094504421,0.9492130675055909,53.645889394800896,39.601041076607046,55.89963746846421,37.347293002943736,10.491854049303257,10.439732061677917,7.622394834880179,0.10611907262152687,-0.45516838437325646,-0.6166811106484034,-0.5784023562217,0.1316115108628071,-0.20445060003767646,-0.20032483512375243,0.44000496869335004,-1.3291405866830082,-13.103021471602112,-0.24699353341540742,-0.11269483748353776,-2.8331216551931053,-4.721034323691072,0.08742024091354458,15.515069767016016,1.301853484259136,0.8797551387639501,0.6855770324621951,1.1061190725857433,0.7886572858056875,0.5966504526169332,1.017411634510872,-0.024616278113565905,-2.3739542071139077,0,0.10048116536574118,0.5120069248582487,0.09179092792591989,1.7102784177978134,0.9492130675055909,3.115677273580252,SAFE,1,1,0,1,0,1,1,1,1,7
Britannia,FMCG,2022,0,,0.02,14882.89,7373.08,7509.81,3048.2,912.46,2135.74,481.98,1653.76,413.44,1240.32,1110.64,819.45,17671.57,7578.59,295.91,975.05,1699.19,1761.19,985.44,1358.29,5804.11,847.67,7621.64,8469.31,3979.83,942.13,4921.96,1023.74,945.12,2910.99,2370.64,-1180.48,-546.29,971.78,1398.85,0.451,0.0864,0.0297,0.3585,0,1,0,0.0259,0.3367,0,0,0,0,0,1,2,0,0,0.0069,0.0805,0.2465,0.1298,71.42,ACTIVE,0,0.0167,0,0,1.0308,0.5,0.2682,0.3412,0.4372,0.0021,0.1292,0.7354,0.5811524196680542,0.27852420581314935,0.22521088956865684,0.05331331624449252,0.47926188785267737,4.431179707807004,1.993861194303704,1.3888470927798284,3.6448555662702535,0.20481237177693226,0.08333865263511733,0.5045935298517564,0.1464487661749955,0.07018731215901092,0.17249174803526274,0.3599112560102403,6.32432879720252,0.13414993686841917,0.27990946130441446,0.1592862676429587,0.48164552323024856,0.8421939872437936,87.1866777402135,41.67230624954748,50.679648118468855,78.17933587129212,9.77971241252687,9.607967509958844,7.123124689822292,-0.5647194667445028,-0.41102250836165644,-0.39302649930265,-0.19094926880876417,-0.5871084462458664,-0.589613690104957,-0.5094075991480497,-0.5419528579592628,0.9263785289678172,-1.2520510569438796,-0.0035477025234474935,0.023573781319470216,2.2555191156508254,-0.38516309006728056,-0.20138102885759515,120.0,1.0523033010403346,0.8488718958724069,1.1900766226675272,0.43528053324276655,0.9611774381149193,2.48521939180868,0.7667618333175334,-0.06396262470940824,-3.421549981330064,0,0.16371607049267745,0.4312938804853619,0.12085739976013124,1.7207189815194108,0.8421939872437936,3.073725512634592,SAFE,1,1,1,1,1,1,1,1,0,8
Britannia,FMCG,2023,0,,0.02,727.91,423.08,304.83,116.88,40.02,76.86,22.11,54.75,13.69,41.06,23.31,71.88,1011.38,449.12,43.69,71.41,103.52,46.61,83.15,31.02,264.31,58.33,469.17,527.5,136.25,76.03,212.28,60.17,75.74,211.94,88.01,-60.74,6.68,51.9,36.11,0.7261,0.0513,0.0027,0.2413,0,1,0,0.0207,0.4034,0,0,0,0,0,0,4,0,0,0.0218,0.1026,0.1102,0.1298,75.69,ACTIVE,0,-0.0435,0,0,0.9323,6.9,0.5765,0.3757,0.2602,0.0966,0.0534,0.6966,0.4024265395214663,0.20989143525688522,0.1347169213008791,0.07517451395600613,0.5215645943942291,3.476254930969926,1.2470982294654231,1.0271774982203572,3.1829029590280546,0.16056930092927793,0.056408072349043055,0.4187742984451728,0.0778388624116799,0.04059799477881905,0.11556487164511373,0.22157345929559533,5.286295554667772,0.08701971555002105,0.16684360157944342,0.12090780437017241,0.41459393058887356,0.7197195903421864,40.21142564004107,51.908615004727764,51.90992235059582,40.210118294173014,6.91907101388046,6.5901774141806895,3.7150344115907874,-0.9510908163669824,-0.9616560593136934,-0.9668956398348814,-0.9628750042182702,-0.9377162956604493,-0.9568708400718413,-0.9427679600624053,-0.9390768542658561,-0.4619526072421989,-0.9549247768370783,-0.1787258801465879,-0.026930580286074278,-1.3883311362100161,-0.3672571499668843,0.2322129608628094,56.70447226230425,1.2456381630016322,1.2049266795945446,1.2138345444201086,0.04890918362973124,1.3134348415145227,0.4291197947440109,0.946292894850268,-0.046421720771202005,-2.973204061495426,0,0.05178073518184982,0.4638909208567592,0.07599517483438947,2.484925558295998,0.7197195903421864,3.173043173690953,SAFE,1,1,0,1,1,0,1,0,0,5
Britannia,FMCG,2024,0,,0.02,43181.96,26897.84,16284.12,9284.57,2910.54,6374.03,1164.01,5210.02,1302.51,3907.52,1444.29,4799.39,43173.9,18263.0,2122.62,2929.61,5645.16,3959.15,4081.31,1425.53,15111.15,923.92,20514.7,21438.62,4465.83,5881.6,10347.44,2635.59,2405.37,10922.57,5876.67,-2724.71,-744.88,2283.34,3593.32,0.5434,0.0526,-0.019,0.2397,0,0,0,0.0792,0.3003,0,0,0,0,0,0,2,0,0,0.0095,0.0274,0.2363,0.1554,88.06,ACTIVE,0,0.0682,0,0,1.0208,6.4,0.6491,0.6149,0.3963,0.1673,0.0082,0.8328,0.4826542006676431,0.23966887401324252,0.10343818834751,0.1362304540443131,0.49656435947420624,5.475923741655206,1.383479345851436,1.0210051296516292,5.490939461442523,0.21501038859248142,0.09048963965298264,0.37710469834215254,0.1822654629737238,0.09050653288003847,0.21505052820766596,0.4330768491426651,7.976366175568623,0.13611626468454052,0.2741160578304893,0.13609085830897694,0.567934677507873,1.000186686840888,53.72512253572312,47.71630097272758,35.76459485089641,65.6768286575543,10.67299142498331,10.673178094423541,8.270658180644658,58.32321303457845,78.43677275838466,94.1660983925962,65.77275309623906,39.6419336492891,47.74429998115696,41.6881093159841,53.53207109737249,2.3080365024144687,1.9996688106852796,0.0802276611461768,0.03408156730393958,2.7699891096566676,48.70117082122881,0.9230419475861361,120.0,0.9192366424798974,1.1104958113499888,0.770483267472268,59.32321295308045,0.5952012103428378,1.0444495480660025,1.1745421305456214,-0.045609731804502035,49.11094029880124,1,0.09701648449417317,0.47516439329142923,0.1476361876006653,2.0718767151999065,1.000186686840888,3.5121620670440357,SAFE,1,1,1,1,1,1,0,0,1,7
DHFL,NBFC,2011,1,8.0,0.14,21322.03,13672.32,7649.71,3933.99,1746.79,2187.2,639.66,1547.54,386.89,1160.66,1137.63,2614.28,59817.13,25680.75,6061.43,2704.6,2558.64,3205.12,3282.66,5490.51,14536.94,1022.91,16840.84,17863.74,14954.28,8972.57,23926.85,3394.23,4457.29,16824.09,2907.44,-1030.43,1495.43,1030.43,1877.01,0.4445,0.2445,0.0,0.191,0,0,0,0.1007,0.0608,0,0,0,0,0,1,3,0,2,0.0,0.4238,0.6125,0.5868,79.37,ACTIVE,0,0.0,0,0,0.6118,29.1,0.2049,0.488,-0.0827,0.2782,0.2583,0.6972,1.339408768749466,0.39999996655807457,0.24999995820177265,0.15000000835630195,0.29863920251107606,3.4193165065514233,0.8640550543379134,0.6735472765140018,1.0126176237808788,0.18450353928849628,0.0544347794251094,0.35877024840698707,0.06497295638735377,0.019403471881392447,0.06576694669126107,0.22022208114201042,6.150126620157386,0.04860547471855294,0.16275651122537851,0.13635849869189948,0.12151369695043378,0.35645357775679887,85.5647614972759,43.79993837154342,90.6132938601047,38.75140600871461,10.999047353767864,9.967496089506898,7.056744087818141,,,,,,,,,,,,,,,,120.0,,,,,,,,-0.02920200283716049,-2.616636171275074,0,-0.03823570271528848,0.2815387498483873,0.036564776677908736,0.7465980686656791,0.35645357775679887,1.273347588522701,DANGER,1,1,0,1,0,0,0,0,0,3
DHFL,NBFC,2012,1,7.0,0.14,2677.0,1752.21,924.78,489.13,177.1,312.04,80.31,231.73,57.93,173.8,218.83,382.65,6236.35,3223.34,873.81,284.44,321.24,337.06,229.86,605.08,1493.23,147.61,1397.11,1544.72,1559.09,935.45,2494.54,341.95,393.94,1671.35,350.89,-103.19,155.91,103.19,247.7,0.406,0.2959,0.0,0.0655,0,1,0,0.0825,0.1366,0,0,0,0,0,0,7,0,2,0.0,0.384,0.5382,0.5765,91.65,ACTIVE,0,0.0,0,2,0.7056,24.4,0.3921,0.4941,0.0507,0.2499,0.2179,0.6317,1.6148816603559986,0.3999999999358599,0.25000040083542446,0.1499995991004354,0.247696168392137,3.885443856488061,0.8934274682780821,0.691758159157712,1.1722268061037746,0.18271572649132772,0.06492342171650228,0.34545386613916557,0.11251229989091077,0.02786886559800703,0.07843209568442563,0.31664638231093895,6.09052414281504,0.05626528336987736,0.22715443560829504,0.13107583110531348,0.14066320839086036,0.4292574983076226,70.21241742130657,43.79999998363841,71.23104532491479,42.781372080030195,8.738150354324294,7.892452043520352,5.157905212831292,-0.8744491026417278,-0.8756656727648011,-0.8502576120483174,-0.8793130726687395,-0.9135276263537199,-0.8957430668892896,-0.8957430756039282,-0.8744489259919332,0.15960918232289578,0.4661273499366376,0.27547289160653254,0.010488642291392881,,,,120.0,1.0000014066708145,1.0385444918366193,0.7437565920291838,0.12555089735238387,1.2228421362013906,1.5320960854547436,0.9805384325641577,-0.02839641777187033,-3.535574737793116,0,-0.028561578482836643,0.22402687465840962,0.05003567791255531,0.6192404208313996,0.4292574983076226,1.2452832182602642,DANGER,1,1,1,1,0,1,1,0,1,7
DHFL,NBFC,2013,1,6.0,0.14,17287.9,11835.03,5452.87,3300.85,1153.4,2147.45,518.64,1628.81,407.2,1221.61,1638.72,2679.47,43341.08,23898.97,3804.7,909.7,2074.55,2616.37,1400.03,2387.51,8478.46,702.85,11946.71,12649.57,10835.27,6501.16,17336.43,3037.48,2309.33,11847.98,2375.01,-531.55,1083.53,531.55,1843.46,0.3067,0.2745,0.0,0.1452,1,0,1,0.2436,0.0133,0,0,0,0,0,2,2,0,2,0.0,0.4265,0.6291,0.4964,75.32,ACTIVE,0,0.0,0,1,0.6753,19.7,0.3569,0.275,0.2617,0.1697,0.2542,0.6135,1.3705153612833862,0.3999999538451741,0.2499999999942318,0.14999995385094234,0.2918609780768762,4.140540636779769,0.7156038412695156,0.4947754806730956,1.1416277740276655,0.19093412154218067,0.07066271785059706,0.31541540613287816,0.09657324319351777,0.028185961216744344,0.07615984649952977,0.2609456289612259,6.3644338917853736,0.05479812685667274,0.18775420823097116,0.13737990154169216,0.13699533294126903,0.3988802309402793,80.69054746116481,43.80004222353207,93.67785294218284,30.812736742514048,10.676856194023065,9.7577621138109,7.1079249398565105,5.457937990287636,5.748410443031505,6.028826237054084,5.768531448602127,7.18890802216583,5.94975025455595,5.949751056306974,5.457944216162371,-0.030599032076109145,0.2550967802917081,-0.24436629907261231,0.005739296134094782,-0.19020821439900493,6.84549332144524,0.06450507512339347,55.54024532081747,1.000000964381134,1.0952311275578777,1.0380144692136488,6.457937987875257,1.1312336491907062,1.1595888302853181,1.00802945228414,-0.026612165639928402,2.314620090249965,1,-0.07774425556359592,0.27564403101455603,0.04954768085960138,0.7296525293425663,0.3988802309402793,1.2927876321265668,DANGER,1,1,1,1,1,0,0,0,0,5
DHFL,NBFC,2014,1,5.0,0.14,12274.83,8140.5,4134.33,2105.56,1073.75,1031.81,531.91,499.9,124.98,374.93,1173.42,1162.52,20435.63,10050.8,3024.54,400.66,1677.56,2259.06,641.51,1594.06,6172.2,250.87,2059.42,2310.29,5790.09,3576.23,9366.33,1384.66,1239.08,6199.97,1346.39,-313.66,500.96,313.66,1032.73,0.4756,0.2621,0.0079,0.1191,1,0,0,0.0679,0.0087,0,0,0,0,0,1,6,0,0,0.0624,0.427,0.5102,0.563,63.22,ACTIVE,0,0.0387,0,2,0.453,29.1,0.3512,0.0494,0.1328,0.3675,0.1124,0.3441,4.054179343695303,0.4583333129216797,0.28333308049307343,0.17499974308719624,0.11305205662301322,1.93982064270305,0.9955209459085251,0.6311546667756207,1.2889075360992446,0.1715347585122128,0.03054461853805351,0.3368136259046509,0.16228698554627907,0.018346877487097443,0.1030337699350089,0.9113834190030761,3.9584892106587786,0.06588443810805518,0.582779650787226,0.10968705879350778,0.14374787134942418,0.600658262035442,101.29069466233148,49.88333035570486,62.084749086409346,89.08927593162699,9.925035224982421,9.41530610327965,5.926739341879354,-0.28997564770735607,-0.3621158186527712,-0.6930853545730633,-0.4331013343101713,-0.8173621712042386,-0.45973132876837963,-0.5284928294357224,-0.1913619821166037,0.1472797620715791,-2.200719994076719,2.6836639824119164,-0.04011809931254355,0.17787879414768826,-6.40948158332433,0.058340364997735025,120.0,1.1388877230101042,0.9364658832308824,0.8149071622890618,0.7100243522515733,0.47699124235496687,1.0084990365339421,1.1312159798033818,-0.04753756062095773,-3.0461488056657973,0,-0.0013589010957157442,0.1007759486690268,0.050490736030624414,0.24665904359053556,0.600658262035442,1.0547287639126026,DANGER,1,1,0,1,0,1,1,1,1,7
DHFL,NBFC,2015,1,4.0,0.14,24563.14,17002.57,7560.57,2288.78,1239.64,1049.14,1391.91,-342.77,0.0,-342.77,1696.61,2875.05,45786.79,22550.31,5711.77,2097.41,3766.35,3064.71,846.12,3791.19,11468.37,1160.71,7162.09,8322.8,14499.15,9157.36,23656.51,2719.56,3723.33,15600.25,487.48,-1014.57,1055.64,1014.57,-527.09,0.3394,0.3506,0.0244,0.1255,0,0,0,0.154,0.0,0,0,0,0,0,1,6,0,1,0.1649,0.4829,0.3891,0.438,64.67,MODERATE,0,0.1327,1,2,0.6489,19.3,0.135,0.2932,-0.0903,0.3155,0.2245,0.2988,2.842373960344791,0.5166667066960433,0.31666666301969043,0.20000004367635293,0.18177295241309177,0.7537412614653668,0.7351401419377805,0.538687520998786,0.31593488067487036,0.09317945506587598,-0.013954649120024774,0.30780144556812356,-0.041184457148894064,-0.007486220370384422,0.0499877803172053,0.2750012014856778,1.6443448199636865,0.0106467389390991,0.05857163453902874,0.01984599688721206,0.020606589897638892,0.5364678327409179,65.79118038827123,55.96669440242711,58.3817269943084,63.37614779638994,10.731750900551338,10.10900222425181,5.837059668308235,1.0010981822151508,0.08701723057048971,-1.9142239884778491,-0.6379355164551133,2.602491462110817,1.5256968310960644,1.2405372381472946,1.2451357924604785,-0.9729726554243743,-1.186079381237683,-1.2118053833505118,-0.04449926765807828,-1.1202524174959534,1.985428159864444,-0.4128464466763975,-8.436797220702957,1.1219518424961483,1.09425259855548,1.2468067068916537,2.001098182052126,1.8523313301239006,0.7225370787331263,1.1255798771547179,-0.018132959309483523,-1.3055164559080403,1,-0.0902417487644309,0.15642262757104347,0.02291359582047762,0.35181859030128204,0.5364678327409179,0.933875433211407,DANGER,0,1,0,1,0,0,0,0,0,2
DHFL,NBFC,2016,1,3.0,0.14,26575.13,14956.49,11618.64,-236.45,2193.53,-2429.99,1860.26,-4290.25,0.0,-4290.25,2347.96,2359.57,72182.44,29618.41,3740.8,2384.9,4517.77,5596.85,3958.15,6770.47,20843.24,2708.42,1881.07,4589.49,25263.85,16241.05,41504.9,5248.77,6088.76,27578.58,-2761.09,-1299.94,1488.76,1299.94,-4061.03,0.4963,0.5296,0.0498,0.157,0,1,0,0.1349,0.0604,0,0,1,0,0,2,3,0,1,0.1953,0.4463,0.5665,0.4364,41.3,MODERATE,0,0.1173,1,4,0.5743,28.1,-0.0193,0.1238,-0.4149,0.3778,0.0857,0.1467,9.043466701301568,0.5749999584306793,0.34999994458001144,0.22500001385066784,0.06358180743040022,-1.306263639864178,0.7557764032536927,0.5528344823934795,-0.4209784064811266,-0.008897416493958922,-0.1614385329380726,0.4371997427505641,-0.9347988554425876,-0.05943620082585964,-0.0032757274483478844,-0.05151988564055703,-0.1271058883558718,-0.038251547051634006,-0.6016115079013983,-0.10389751620767622,-0.06652443446276164,0.3681661356921688,136.58620771741323,62.04997115490875,128.091621087027,70.54455778529498,11.18695208200337,10.1877310950138,8.364100285282413,0.08191094461050175,-1.1033083127255567,11.516410420982,-6.664006728481168,-0.4485641851300043,0.754481113232679,0.5764905117829837,0.19950880826264172,-0.7369132871559969,-2.060004901329545,6.201092740956778,-0.1474838838180478,0.23605936826837737,-0.7712157178633854,-0.8549429712901855,-12.0,1.1086945873333163,0.7040277279303099,1.1707814871185294,1.0819109445664556,0.7556986185436195,1.2791372826605283,1.116266485675691,-0.021184653774225633,-2.6074624632676286,0,-0.09330995183740935,0.026059939231396722,-0.033664558859001374,0.1105770643921422,0.3681661356921688,0.2479313028118138,DANGER,0,0,0,1,0,1,0,1,0,3
DHFL,NBFC,2017,1,2.0,0.14,13588.09,8750.17,4837.91,1962.4,616.02,1346.38,1132.34,214.04,53.51,160.53,1151.71,2243.02,39124.03,23403.44,2758.25,466.51,2536.44,2300.46,1653.13,3258.87,9748.9,1308.52,6478.48,7787.0,14997.54,9781.01,24778.55,2378.6,4145.88,16305.48,323.61,-720.24,673.8,720.24,-396.63,0.2893,0.4756,0.0457,0.1768,2,0,0,0.311,0.0011,0,1,1,0,0,3,7,0,2,0.2129,0.6399,0.5099,0.387,43.3,LOW,1,0.0844,1,6,0.5048,26.3,-0.0669,0.0589,-0.2892,0.4667,0.2909,0.2315,3.182040580045969,0.6333332736777543,0.3833332097847964,0.25000006389295787,0.19903368849786093,1.1890244968922545,0.5978910157445294,0.4568059327013491,0.2611633851788599,0.1444205918459165,0.01181402242612361,0.35604047365332137,0.02061512777441696,0.004103104920323824,0.05015843204163379,0.25200975982380763,1.7330483761652433,0.008271387175393961,0.04155772440714554,0.023815709196523153,0.013060086243421828,0.3473080354874662,95.96018133408148,68.13324020755431,99.21967229217036,64.87374924946543,10.574492135202851,9.516948952749855,5.078480840991323,-0.48869149464179484,-9.299429054768451,-1.0374173999184197,-1.1172037130263772,0.6967026837404593,-0.402996995535467,-0.4579841025047089,-0.43856371616970324,0.6821417916599866,2.4952881367564324,-5.861426121255599,0.1732525553641962,1.4190550788159835,-1.1574781087681458,-0.027385747748005198,120.0,1.0980382253113155,1.227946110503595,0.5072337819579696,0.5113085053389651,2.6885731110141013,0.9593330943222138,1.0972013989084781,-0.004168282255070138,-2.75454728626566,0,-0.16758447429450432,0.16558825866952898,0.03441312155127135,0.3142637482696016,0.3473080354874662,0.6801517785523579,DANGER,1,1,1,1,0,0,1,0,0,5
DHFL,NBFC,2018,1,1.0,0.14,22734.39,16237.69,6496.7,2398.36,1794.39,603.97,2197.66,-1593.69,0.0,-1593.69,1188.39,2144.14,47495.94,26166.8,2863.61,1622.38,4622.66,4313.68,474.96,3202.18,12613.48,1190.66,3940.84,5131.5,19789.97,13061.38,32851.36,3379.14,3734.46,20174.98,-746.57,-1156.62,610.19,1156.62,-1903.18,0.2203,0.6329,0.0656,0.1631,1,1,0,0.175,0.0,0,1,1,0,0,5,2,0,2,0.3859,0.7112,0.396,0.5716,39.75,DORMANT,1,0.091,1,7,0.2429,35.6,-0.0573,-0.147,-0.3888,0.7035,0.2833,0.147,6.401901976731579,0.6916666982337507,0.4166665613857381,0.27499992630370085,0.10804081359147663,0.27482413099623054,0.6252040893906609,0.4113907423743968,0.050911134259760966,0.10549480324277473,-0.07010040735334881,0.28576530972303343,-0.3105700087088434,-0.0335542364245543,0.0504961055608017,0.46737990831776677,1.0913244081926576,-0.015718606684787823,-0.1454876741409943,-0.03283879620113675,-0.022725695373868062,0.47865964963576546,96.96534420247183,74.2166779018827,75.958224348663,95.22379775569154,10.768399512685438,10.031634035021655,7.373807361139244,0.6731115263440262,0.22215654300856102,-10.927677069706597,-3.307005345941102,-0.3410170797482984,0.3257983215321316,0.21398383550978783,0.8224992509186102,-0.21025225091909894,-0.914200365896024,3.21986139668561,-0.08191442977947243,-0.8923940425790855,0.7287953170675986,0.23594477037044378,-12.0,1.0892873680423303,1.2459147965986548,1.2022292107661363,1.6731115262208955,0.39964131860672447,0.6167241567147773,1.0631763244241634,-0.01783562973976648,-1.6931258992126454,1,-0.15920308135475994,0.08297214456471495,0.012716244798761404,0.15620357878163327,0.47865964963576546,0.5394627095055471,DANGER,0,0,0,1,0,1,1,0,1,4
DHFL,NBFC,2019,1,0.0,0.14,4255.73,2668.75,1586.98,139.53,296.04,-156.52,468.13,-624.64,0.0,-624.64,184.21,510.26,11256.98,4513.22,938.27,268.52,936.26,730.97,112.57,1071.57,2851.37,229.74,1097.56,1327.3,5065.64,3377.09,8442.73,618.02,739.83,4734.95,-541.39,-162.13,84.43,162.13,-703.52,0.2423,0.5941,0.0938,0.1497,0,1,0,0.3322,0.0,0,1,0,1,0,6,7,2,0,0.1922,0.6899,0.4895,0.3891,20.67,DORMANT,1,0.4199,1,7,0.2026,19.5,-0.3854,-0.2112,-0.5741,0.6131,0.2329,0.1,6.360830252120221,0.7499995557645124,0.44999991112625237,0.29999964463826007,0.11790906618667626,-0.33435156829438073,0.6021964327812972,0.4478188786686619,-0.32434216546430855,0.03278638446687492,-0.1467762287206246,0.37290429600258845,-0.4706095076692462,-0.0554891276296583,0.01239497627139828,0.10512318232116086,0.2980582310510793,-0.04809371607233079,-0.40788819377089713,-0.12721436742292994,-0.06412499273764233,0.37805255047285746,99.97341448244556,80.2999485210998,84.52545195896002,95.74791104458532,9.328743659680933,8.356021589159464,6.437175483784673,-0.8128065015159853,-0.9418227455427876,-0.6080542640036645,-0.2748302235557283,-0.7413426873233947,-0.7430021161985378,-0.7629906893094441,-0.7974629325972492,-0.3752532997240695,-0.6091756992906112,-0.04107172461135811,-0.07667582136727578,-0.16500104880497057,-1.0688004377306695,-0.2927527753215842,-12.0,1.0819663556924417,0.7663214032794264,1.8842923906552118,0.1871934984757808,1.0425311757159144,0.8280631395222442,1.0485315644600846,-0.007395411557327506,-2.9117512524119933,0,-0.16732551713094226,0.09750039530162616,-0.013904262065500316,0.15721218134925408,0.37805255047285746,0.36220572733140477,DANGER,0,0,0,1,0,0,1,1,0,3
